inspection_id,inspection_date,inspector,facility_type,past_fail,past_critical,past_serious,years_since_last,age_at_inspection,tobacco_license,alcohol_license,daily_high_temp,burglary_intensity,sanitation_complaints,garbage_requests,critical_found
679354,2012-03-16,orange,Restaurant,0,0,0,2,5.838356164383562,FALSE,FALSE,74.96333333333334,44.30680805123218,16.372280037374157,0.033097745340215014,1
679356,2012-03-06,orange,Restaurant,0,0,0,2,5.810958904109589,FALSE,FALSE,39.766666666666666,18.22104135011814,29.88230567594642,3.185359713272974,0
679360,2012-03-06,orange,Restaurant,0,0,0,2,5.810958904109589,FALSE,FALSE,39.766666666666666,12.959053494245097,28.763130224743882,2.214172645124687,0
679364,2012-03-30,green,Restaurant,0,0,0,2,6.120547945205479,FALSE,FALSE,60.74666666666667,21.608518440697402,27.2338658202289,85.83185814438961,0
679367,2012-03-13,orange,Restaurant,0,0,0,2,1.2602739726027397,FALSE,FALSE,63.64333333333334,40.11924159109391,13.968204252214738,1.5045851320143762,0
679370,2012-03-12,orange,Restaurant,0,0,0,2,0.8410958904109589,FALSE,FALSE,57.04,22.33133633177491,15.106853145125164,2.612765573040476,0
679374,2012-04-02,green,Restaurant,0,0,0,2,1.473972602739726,FALSE,TRUE,49.85666666666666,15.070750255943462,27.487506507368966,24.60724948924959,1
679377,2012-04-02,orange,Restaurant,0,0,0,2,2.3589041095890413,FALSE,TRUE,49.85666666666666,47.750248702118924,37.12329901811845,22.727868750615198,0
679378,2012-04-02,blue,Restaurant,0,0,0,2,5.632876712328767,FALSE,FALSE,49.85666666666666,7.259069454587232,0.35937337505259226,3.8191976788122872,1
679379,2012-04-02,purple,Grocery_Store,0,0,0,2,5.380821917808219,FALSE,FALSE,49.85666666666666,22.56479879858168,19.586889640291478,6.120356542570168,0
679380,2012-04-02,green,Restaurant,0,0,0,2,3.0054794520547947,FALSE,FALSE,49.85666666666666,12.153600113918204,18.735951696305694,4.127055303042439,0
679381,2012-04-02,blue,Restaurant,0,0,0,2,5.380821917808219,FALSE,FALSE,49.85666666666666,15.736958633074588,35.25918421794901,11.40583131341825,1
679388,2012-04-02,blue,Restaurant,0,0,0,0.4136986301369863,1.7616438356164383,FALSE,FALSE,49.85666666666666,13.770422759360073,38.82314297113054,10.565926532597368,1
679394,2012-04-02,green,Restaurant,0,0,0,2,5.380821917808219,FALSE,FALSE,49.85666666666666,39.04465191107201,44.63443860010824,17.70464006385052,0
679395,2012-04-02,purple,Restaurant,0,0,0,2,5.884931506849315,TRUE,TRUE,49.85666666666666,23.028171609681475,10.894652698384263,9.427038460847944,1
679398,2012-04-02,green,Restaurant,0,0,0,0.4575342465753425,1.0246575342465754,FALSE,FALSE,49.85666666666666,4.058248396682138,0.0032588037427871523,7.763267917173607,0
679399,2012-04-02,green,Restaurant,0,0,0,2,6.1287671232876715,FALSE,TRUE,49.85666666666666,9.266303986528357,7.218064990337793,12.719280912814636,0
679403,2012-04-02,orange,Restaurant,0,0,0,2,1.5835616438356164,FALSE,FALSE,49.85666666666666,40.36285992420217,22.192297352388387,21.040056044720167,0
679404,2012-03-07,blue,Restaurant,0,0,0,2,5.561643835616438,FALSE,FALSE,50.26666666666667,21.866946092711796,12.623384625576701,7.014377250277966,0
679406,2012-03-07,blue,Restaurant,0,0,0,2,2.8547945205479452,FALSE,TRUE,50.26666666666667,49.224300937254945,6.48318298357679,12.188192702053719,0
679408,2012-04-02,purple,Restaurant,0,0,0,2,5.884931506849315,FALSE,TRUE,49.85666666666666,23.7140055516374,11.520238106123806,9.261386792758874,0
679410,2012-04-02,green,Restaurant,0,0,0,0.5534246575342465,2.084931506849315,FALSE,FALSE,49.85666666666666,23.89814792647309,24.173917822206473,45.242006264037784,0
679417,2012-03-09,green,Restaurant,1,0,1,0.4712328767123288,3.0931506849315067,FALSE,FALSE,64.81333333333333,20.72066914633974,16.29341848434303,24.961020858804936,0
679424,2012-04-03,brown,Restaurant,0,0,0,2,0.09315068493150686,FALSE,FALSE,53.04,12.581545860021881,31.84034948621962,30.9350249325174,1
679439,2012-04-03,orange,Restaurant,0,0,0,2,3.4493150684931506,FALSE,FALSE,53.04,14.812247133574486,75.27062728518932,15.89621107828922,0
679441,2012-04-08,yellow,Grocery_Store,0,0,0,2,4.6876712328767125,FALSE,TRUE,54.74,1.8777959892072256,0.6180343685516441,0.09310265715193247,0
679448,2012-04-03,yellow,Restaurant,0,0,0,2,5.635616438356164,FALSE,TRUE,53.04,11.684988760989038,2.466017865266918,36.032412101472175,0
679450,2012-04-03,purple,Restaurant,0,0,0,2,3.3589041095890413,FALSE,FALSE,53.04,19.52755440006178,28.489075085592603,19.60061298934192,0
679452,2012-04-03,orange,Restaurant,0,0,0,2,5.383561643835616,FALSE,FALSE,53.04,14.200109984020862,14.578344302032326,19.02523820208973,0
679453,2012-04-08,yellow,Restaurant,0,0,0,0.5150684931506849,3.9972602739726026,FALSE,FALSE,54.74,1.8777959892072256,0.6180343685516441,0.09310265715193247,0
679454,2012-04-03,green,Restaurant,0,0,0,2,6.131506849315069,FALSE,FALSE,53.04,17.13337036844539,13.083423163061436,25.973829163812866,0
679455,2012-03-14,orange,Restaurant,0,0,0,2,5.832876712328767,FALSE,FALSE,65.40666666666668,4.837069773714621,18.22219982808187,1.8660221471724616,0
679456,2012-03-09,yellow,Restaurant,0,0,0,0.273972602739726,5.8191780821917805,FALSE,FALSE,64.81333333333333,4.186552596311287,11.628719794793023,3.3199213059466883,0
679457,2012-03-15,green,Restaurant,0,0,0,2,0.8410958904109589,FALSE,FALSE,70.14333333333333,14.728453005953073,25.898636778811383,2.005944653969016,0
679459,2012-03-15,green,Restaurant,0,0,0,2,3.4493150684931506,FALSE,TRUE,70.14333333333333,42.38361022145204,68.10614381255704,5.309478311466345,0
679460,2012-03-12,orange,Restaurant,0,0,0,2,4.389041095890411,FALSE,FALSE,57.04,14.088100291888951,18.319708828238287,2.0203589241428537,0
679461,2012-03-15,green,Restaurant,0,0,0,2,5.835616438356165,FALSE,FALSE,70.14333333333333,27.388645801241736,32.041536585962454,2.994324802413819,0
679462,2012-03-09,yellow,Restaurant,0,0,0,2,1.8904109589041096,FALSE,FALSE,64.81333333333333,4.826757484038027,2.5999202716571976,3.6040441323105616,0
679463,2012-03-06,orange,Restaurant,0,0,0,2,3.712328767123288,FALSE,FALSE,39.766666666666666,10.200453837802222,24.857959868056028,3.0239961682735177,1
679464,2012-03-12,orange,Other,0,0,0,2,5.2246575342465755,FALSE,FALSE,57.04,21.567099675585688,23.579281043809612,3.5565255819866723,0
679465,2012-03-09,yellow,Restaurant,0,0,0,2,5.298630136986302,TRUE,TRUE,64.81333333333333,9.217277408313283,3.059146893957555,7.283087751728715,0
679466,2012-03-14,green,Restaurant,0,0,0,2,4.205479452054795,TRUE,TRUE,65.40666666666668,37.16904174447299,30.01670050685156,3.4439362089972674,1
679467,2012-03-09,orange,Restaurant,0,0,0,2,0.25205479452054796,FALSE,FALSE,64.81333333333333,12.929752005162102,27.601082193504425,1.8571066446913733,0
679470,2012-03-13,green,Restaurant,0,0,0,2,5.83013698630137,FALSE,TRUE,63.64333333333334,0.04515562736104132,0.019846328672439354,1.1256757822960505e-7,0
679474,2012-03-13,green,Restaurant,0,0,0,2,5.326027397260274,FALSE,FALSE,63.64333333333334,6.262966140059173,1.1027632902758069,0.005384407390758111,0
679475,2012-04-03,orange,Restaurant,0,0,0,2,3.7753424657534245,FALSE,FALSE,53.04,15.34165798158754,13.458829404665375,19.327517248896374,0
679477,2012-04-03,green,Restaurant,0,0,0,2,0.4,FALSE,FALSE,53.04,55.1548839949766,43.3940062093712,8.70241988277585,0
679478,2012-04-03,green,Grocery_Store,0,0,0,2,6.054794520547945,FALSE,FALSE,53.04,23.2432352741522,16.506058258938744,18.415963420327344,0
679482,2012-04-03,green,Restaurant,0,0,0,2,1.5917808219178082,FALSE,FALSE,53.04,23.49658638782855,5.372751323129705,15.62249798250006,0
679483,2012-04-03,green,Grocery_Store,0,0,0,2,2.819178082191781,FALSE,FALSE,53.04,12.090176619389554,37.12271502355419,15.211676388113945,0
679484,2012-04-03,green,Restaurant,0,0,0,2,6.131506849315069,FALSE,TRUE,53.04,28.328323773520225,18.778248329327837,17.65936454478449,0
